ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
6,0.001157,0,2,0,3.03,0.031842,0,0,0.001283,15.1891,0,0,1.01,0,0,0,16,0,2.02,0.383475,0,0,1.01,14,102,0,10,2,3,0,0,45,0,58,0.001313,0.002087,0.007926,4.05,1.09,17,4.12,6,0,5,0,0,0,4.05,0.031518,8.18,3,0.00441,0.012269,0.003861,28,2,0.003988,4.24,0.042994,0.001394
1,0.010115,0.006354,3,0,2.02,0.075962,0.00625,1.01,0.004805,12.5527,0,2.02,4.08,0,4,1,11,0.002096,2.02,0.365311,3.03,0,3.1,7,77,5,10,5,1,0.010151,0,45,0,39,0.009679,0.006921,0.009066,3.06,4.48,8,4.32,1,0,1,2,3.05,0,3.07,0.044492,3.04,4,0.009215,0.006043,0.01042,66,7,0.010371,3.55,0.107408,0.010972
0,0.002264,0.00243,0,0,1.02,0.024918,0,1.01,0,4.41258,0,0,1.01,0,10,0,9,0,0,0.138856,1.01,0.00428,1.01,4,30,62,11,4,1,0.000709,0,55,2.17,18,0.002161,0.001097,0.002222,1.01,1.1,5,1.02,1,0,1,0,0,0,1.02,0.018583,5.21,1,0.002203,0.011445,0.002248,312,10,0.002537,1.03,0.046384,0.002453
1,0.00081,0,2,0,1.01,0.019338,0.0009,0,0.000997,3.88096,0,1.01,1.02,0,0,0,11,0.001086,1.01,0.115222,0,0,2.04,3,46,0,5,1,1,0,0,10,0,16,0.002038,0.001042,0.007113,1.02,1.07,4,2.07,2,0,2,0,1.01,0,1.02,0.014164,0,3,0.00133,0,0.00207,0,4,0.001471,3.27,0.035222,0.000893
0,0.001992,0,6,0,0,0.05088,0.000828,0,0,20.9156,0,0,2.02,0,0,0,12,0,0,0.533881,0,0,3.1,9,41,0,4,2,1,0,0,6,0,22,0.003274,0,0.009099,3.06,2.05,10,4.15,3,0,2,0,1.01,0,3.06,0.044597,8.18,11,0.003824,0.012269,0.004392,28,2,0.003301,5.28,0.05499,0.002353
2,0.003093,0.002749,3,0,1.01,0.032386,0.001076,2.02,0.00226,4.63681,0,1.01,2.04,0,2,0,20,0.001176,1.01,0.13874,0,0,2.08,8,78,0,8,2,1,0,0,28,0,33,0.004547,0.00139,0.007868,1.03,2.29,9,2.14,2,0,2,0,1.02,0,2.05,0.017015,0,3,0.001563,0,0.004573,10,6,0.003384,3.33,0.038993,0.003874
0,0.000744,0,2,0,0,0.024678,0,0,0,15.1351,0,1.01,1.01,0,0,0,9,0.000819,0,0.417368,0,0,2.04,11,50,0,2,2,1,0,0,1,0,32,0.004301,0,0.005321,3.04,1.02,12,2.14,1,0,1,0,0,0,3.04,0.045043,0,2,0.003888,0,0.004344,6,1,0.004659,2.23,0.101606,0.000814
10,0.005624,0.001402,3,0,0,0.08281,0.002642,1.01,0,18.1407,0,2.03,3.04,0,0,0,129,0.002472,0,0.508653,0,0.005881,4.28,44,372,14,19,1,4,0,0,171,4.06,170,0.008174,0,0.014297,4.07,3.75,48,6.77,2,0,2,0,1.01,0,5.08,0.053893,1.01,8,0.005338,0.001646,0.010283,6,8,0.006858,8.02,0.097592,0.005969
1,0.002147,0.024848,4,0,0,0.028826,0,13.2,0,12.5353,0,0,2.02,0,1,0,27,0,0,0.336625,0,0.000539,4.06,8,85,7,15,2,26,0,0,105,1.01,44,0.003837,0,0.005881,3.03,2.27,34,5.09,1,0,1,0,0,0,14.23,0.032623,3.05,5,0.00427,0.005337,0.005903,41,9,0.027999,5.25,0.05658,0.002222
1,0.003472,0.005081,1,0,1.01,0.056409,0.004368,4.08,0.000775,11.9472,0,1.01,2.04,0,0,0,37,0.000747,1.01,0.324418,0,0.000311,4.19,10,156,7,20,2,11,0,0,190,1.01,82,0.005607,0.000565,0.010079,1.04,2.7,21,4.33,6,0,6,0,3.05,0,5.12,0.03188,1.01,3,0.001011,0.001646,0.00563,23,19,0.006409,5.96,0.052581,0.00381
1,0,0,0,0,0,0.002845,0,0,0,4.57426,0,0,0,0,2,0,4,0,0,0.133715,0,0,0,1,28,0,8,1,1,0,0,28,0,16,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0.01579,0,0,0,0,0,6,0,0,0,0.03623,0
0,0,0,0,0,1.01,0.00403,0,0,0.000835,7.72196,0,0,0,0,0,0,3,0,1.01,0.198359,0,0,0,2,14,0,3,1,1,0,0,3,0,8,0,0.000904,0,0,0,3,1.01,2,0,2,0,0,0,0,0.017775,0,0,0,0,0.000805,0,3,0,0,0.034375,0
0,0.001733,0,1,0,0,0.010355,0,0,0,3.23696,0,0,1.02,0,0,0,10,0,0,0.101805,0,0.008453,1.08,5,29,8,4,3,2,0,0,6,2.02,16,0.00193,0,0.006418,2.04,1.05,7,1.12,0,0,0,0,0,0,2.04,0.013728,4.06,1,0.003403,0.012184,0.00191,36,1,0.003678,2.35,0.035577,0.00182
1,0,0,1,0,0,0.000474,0,0,0,1.76682,0,0,0,0,0,0,9,0,0,0.061715,0,0,0,2,39,0,5,1,1,0,0,10,0,12,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0.010097,0,1,0,0,0,0,4,0,0,0.033928,0
2,0.000629,0.001974,2,0,2.02,0.090947,0.000702,2.02,0.001686,14.2974,0,0,1.01,0,0,0,8,0,2.02,0.365666,0,0,1.01,5,49,0,6,1,0,0,0,15,0,26,0.000782,0.00164,0.006724,2.03,1.06,5,2.02,2,0,2,0,1.01,0,1.01,0.031054,0,3,0.001836,0,0.001553,0,4,0.001008,3.17,0.043339,0.000707
0,0,0,0,0,0,0.003873,0,0,0,6.41569,0,0,0,0,0,0,3,0,0,0.169334,0,0,0,0,10,0,2,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.016324,0,0,0,0,0,0,2,0,0,0.034357,0
1,0,0,0,0,0,0.002368,0,0,0,3.19695,0,0,0,0,0,0,48,0,0,0.09499,0,0,0,4,96,4,16,3,1,0,0,120,0,71,0,0,0.004532,1.01,0,5,0,5,0,5,0,0,0,1.01,0.011819,1.02,0,0.002143,0.001646,0,42,15,0.00212,1.01,0.0312,0
0,0,0.000833,0,0,0,0.003618,0,1.01,0,3.30831,0,0,0,0,0,0,3,0,0,0.096281,0,0,0,1,9,4,3,5,3,0,0,3,0,5,0,0,0,0,0,4,0,1,0,1,0,0,0,1.01,0.011635,3.07,0,0,0.004833,0,64,3,0.000766,0,0.031038,0
3,0,0,2,0,0,0.04396,0,0,0,6.14016,0,0,0,0,0,0,24,0,0,0.183033,0,0,0,11,77,1,8,2,3,0,0,28,0,54,0,0,0.004997,1.01,0,14,0,2,0,2,0,0,0,1.01,0.022001,0,2,0.002143,0,0,14,4,0.00212,1.01,0.046323,0
1,0.000536,0,0,0,2.03,0.010617,0.00053,0,0.000942,7.2787,0,0,1.01,0,0,0,14,0,2.02,0.196003,0,0,1.04,2,43,1,8,3,1,0,0,28,0,23,0.000617,0.001079,0.005061,1.01,1.07,3,1.03,3,0,1,0,1.01,0,1.01,0.019409,3.05,0,0.000632,0.003028,0.000607,30,3,0.000762,2.1,0.037387,0.000606
1,0,0,2,0,0,0.007647,0,0,0,5.25839,0,0,0,0,0,0,10,0,0,0.167761,0,0,1.01,9,59,0,2,1,2,0,0,1,0,27,0.000866,0,0.003273,0,0,11,1.01,0,0,0,0,0,0,0,0.023664,0,4,0,0,0.002356,6,1,0,2.04,0.067326,0
11,0.001348,0,7,0,3.18,0.105636,0,0,0.001276,15.0525,0,1.03,2.04,0,0,0,71,0.000784,2.03,0.38367,0,0.001986,3.39,25,460,0,22,3,1,0,0,231,1.01,183,0.002228,0.002158,0.01084,5.11,2.78,26,7.02,10,1,10,2,0,0,5.11,0.032332,3.04,8,0.005004,0.005131,0.005383,21,10,0.005061,8.48,0.044481,0.001444
1,0,0,0,0,0,0.000723,0,0,0,1.76682,0,0,0,0,0,0,5,0,0,0.061715,0,0,0,2,27,0,5,1,1,0,0,10,0,13,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0.010097,0,1,0,0,0,0,4,0,0,0.033928,0
2,0,0,1,0,0,0.012767,0,0,0,5.95836,0,0,0,0,0,0,20,0,0,0.179524,0,0,0,14,91,13,12,6,1,0,0,66,0,47,0,0,0.004575,0,0,15,0,3,0,0,0,0,0,0,0.022003,2.04,4,0,0.005123,0,82,8,0,2.18,0.048075,0
0,0.008192,0.003122,3,0,0,0.177304,0,1.01,0,8.96501,0,0,1.01,0,0,0,11,0,0,0.329377,0,0,2.02,10,82,0,7,1,3,0,0,21,0,28,0.010563,0,0.015854,2.02,1.06,12,3.05,4,0,4,0,0,0,2.02,0.060323,0,5,0.005018,0,0.012218,0,2,0.005559,4.1,0.209759,0.00887
0,0.001366,0,3,0,1.01,0.011136,0,0,0.000835,11.0669,0,0,1.01,0,0,0,5,0,1.01,0.289658,0,0,1.01,5,27,0,5,2,1,0,0,10,0,17,0.001669,0.000904,0.001679,2.03,1.04,6,2.05,3,0,2,0,0,0,2.03,0.026447,8.18,4,0.002692,0.012269,0.002514,28,3,0.002212,1.01,0.043093,0.001591
0,0,0,0,0,0,0.004106,0,0,0,6.41569,0,0,0,5,0,0,7,0,0,0.169334,0,0,0,0,44,0,4,1,2,0,0,6,0,10,0,0,0.004997,0,0,2,0,5,0,0,0,0,0,0,0.016324,1.01,0,0,0.001646,0,6,4,0,1.01,0.034357,0
0,0,0,1,0,0,0.004057,0,0,0,7.83167,0,0,0,0,1,0,12,0,0,0.202284,0,0,1.01,1,31,0,4,1,1,0,0,6,0,15,0.000787,0,0.000806,0,0,2,1.01,2,0,2,0,0,0,0,0.018251,0,1,0,0,0.000808,0,4,0,1.02,0.034458,0
11,0,0,3,0,1.01,0.010164,0,0,0,5.20137,0,0,0,0,0,1,35,0,0,0.18445,0,0,2.06,11,152,0,15,1,1,0,0,105,0,65,0.008756,0.001097,0.013188,2.02,0,12,2.09,5,0,0,1,0,0,2.02,0.031932,0,4,0.008204,0,0.008384,0,3,0.00931,3.1,0.106445,0
0,0,0,0,0,0,0.000723,0,0,0,1.76682,0,0,0,0,0,0,11,0,0,0.061715,0,0,0,1,45,0,2,1,2,0,0,1,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.010097,0,1,0,0,0,6,2,0,0,0.033928,0
8,0,0,0,0,0,0.006066,0,0,0,4.385,0,0,0,0,0,0,27,0,0,0.138801,0,0,0,8,129,0,8,1,0,0,0,28,0,55,0,0,0.004997,1.01,0,8,1.01,0,0,0,0,0,0,1.01,0.018873,0,3,0.001092,0,0.001212,6,0,0.001121,1.09,0.048639,0
0,0.001495,0.001798,5,0,2.04,0.025982,0.001514,2.03,0.000782,6.75539,0,0,2.05,0,0,0,14,0,1.01,0.188915,0,0,2.07,2,68,0,12,1,2,0,0,66,0,22,0.001696,0.001534,0.001587,2.03,2.45,4,2.09,7,0,1,0,2.05,0,3.04,0.020042,1.01,7,0.002675,0.001646,0.001546,6,12,0.003799,2.35,0.038363,0.00164
0,0.003636,0.003095,0,0,1.06,0.067891,0.003802,3.03,0.000683,9.64564,0,0,3.04,0,0,0,8,0,1.02,0.26412,0,0,3.29,2,27,6,8,5,5,0,0,28,0,17,0.004122,0.000471,0.004046,1.01,3.26,7,2.35,1,0,1,0,3.04,0,4.04,0.026697,4.11,1,0.000825,0.007352,0.00164,71,7,0.004029,3.66,0.047988,0.004115
1,0.001698,0.00135,0,0,1.01,0,0.000777,1.02,0.002713,0,0,2.02,3.03,0,1,0,21,0.001319,1.01,0,0,0.002952,5.16,9,71,1,7,4,4,0,0,21,2.02,53,0.004215,0.001748,0.009217,2.06,3.21,12,6.44,2,0,2,0,1.01,0,3.07,0,5.08,0,0.001872,0.006404,0.004942,64,6,0.003455,7.58,0,0.002157
5,0.00209,0,1,0,2.05,0.056264,0.0007,0,0.001588,14.3708,0,1.05,2.09,0,0,0,12,0.000784,2.05,0.372883,0,0,2.09,11,163,0,12,2,1,0,0,66,0,79,0.002454,0.001659,0.010895,3.05,2.63,11,4.69,3,0,2,0,1.03,0,2.04,0.033324,8.18,3,0.004804,0.012269,0.00551,28,5,0.002505,7.96,0.052553,0.00237
18,0.001523,0.001979,5,0,1.01,0.02341,0.001526,1.01,0,6.83071,0,0,1.01,0,0,0,66,0,0,0.204273,0,0,1.04,28,407,0,21,1,1,0,0,210,0,161,0.001847,0.001703,0.006855,3.05,1.2,29,1.13,6,0,2,0,1.01,0,3.06,0.024752,0,5,0.007853,0,0.001932,0,2,0.008865,2.39,0.053449,0.0017
0,0,0,1,0,0,0.004606,0,0,0,5.88474,0,0,0,0,0,0,5,0,0,0.163011,0,0.001203,1.01,7,29,6,2,2,0,0,0,1,1.01,22,0.001028,0,0.006722,1.01,0,7,1.07,1,0,1,0,0,0,1.01,0.016989,2.02,2,0.000693,0.00164,0.001009,10,1,0.001121,3.08,0.032853,0
1,0.001033,0,2,0,0,0.013623,0.000909,0,0,2.71813,0,0,1.01,0,0,0,16,0,0,0.097266,0,0,0,6,100,0,3,1,0,0,0,3,0,29,0,0,0.004997,0,1.03,6,1.01,4,0,4,0,1.01,0,0,0.016651,0,2,0,0,0.001135,6,1,0,1.07,0.058544,0.001095
5,0.000586,0.003224,5,0,2.07,0.053917,0,2.03,0.0006,9.06318,0,1.04,1.04,0,0,0,41,0.000665,1.16,0.249566,0,0,2.25,2,91,0,8,1,5,0,0,28,0,60,0.001426,0.001182,0.005877,1.01,1.22,7,2.32,16,0,16,0,0,0,3.04,0.025588,1.01,5,0.000701,0.001646,0.001365,6,3,0.004676,3.5,0.047408,0.000709
0,0,0,1,0,0,0.000727,0,0,0,2.91017,0,0,0,0,0,0,6,0,0,0.089251,0,0,0,2,19,5,4,3,1,0,0,6,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.011895,1.01,1,0,0.001646,0,14,3,0,0,0.034148,0
23,0,0,1,0,0,0.007707,0,0,0,1.76682,0,0,0,0,0,0,85,0,0,0.061715,0,0,0,12,425,14,36,1,3,0,0,630,0,153,0,0,0.004997,0,0,15,0,9,0,9,0,0,0,0,0.010097,0,1,0,0,0,0,13,0,1.4,0.033928,0
1,0.002423,0.001867,6,0,1.02,0.050549,0.002033,1.01,0.0005,16.7735,0,1.01,2.03,0,0,0,46,0.000451,1.02,0.432571,0,0,6.24,10,152,10,19,3,5,0,0,171,0,87,0.006197,0.000492,0.010699,6.07,2.52,15,7.6,4,0,4,2,1.02,0,6.08,0.037274,4.06,6,0.005841,0.005595,0.007299,76,17,0.006373,8.17,0.048973,0.002659
1,0,0,1,0,0,0.001222,0,0,0,1.76682,0,0,0,1,0,0,33,0,0,0.061715,0,0,0,2,84,0,9,1,3,0,0,36,0,36,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0.010097,0,1,0,0,0,6,4,0,0,0.033928,0
1,0,0,2,0,0,0.027667,0,0,0,9.15622,0,0,0,0,0,0,11,0,0,0.260371,0,0,1.01,14,40,6,4,3,1,0,0,6,0,31,0.001157,0,0,1.01,0,15,0,0,0,0,0,0,0,1.01,0.028432,1.01,3,0.002143,0.001646,0,17,2,0.00212,0,0.053744,0
2,0,0,1,0,0,0.025696,0,0,0,5.80709,0,0,0,0,0,0,32,0,0,0.176462,0,0,0,17,177,13,17,5,0,0,0,136,0,81,0,0,0.003115,0,0,17,0,9,0,5,0,0,0,0,0.021972,2.04,4,0,0.005123,0,80,10,0,1.25,0.048817,0
1,0,0,2,0,0,0.015201,0,0,0,13.9802,0,0,0,0,0,0,10,0,0,0.365025,0,0,0,7,41,0,3,2,1,0,0,3,0,24,0,0,0.004024,5.06,0,8,3.04,1,0,1,1,0,0,5.06,0.032644,0,2,0.00829,0,0.004187,6,1,0.008421,3.03,0.046887,0
8,0.008192,0,1,0,0,0.020427,0,0,0,3.16218,0,0,1.01,0,0,0,13,0,0,0.126981,0,0,1.01,0,80,0,13,1,1,0,0,78,0,32,0.008289,0,0.008872,0,1.12,1,1.02,2,0,2,0,0,0,0,0.026568,0,1,0,0,0.007621,0,2,0,1.04,0.099918,0.00887
5,0,0,1,0,1.06,0.013236,0,0,0,7.56943,0,0,0,0,0,0,18,0,0,0.201354,0,0,2.03,7,120,0,8,1,1,0,0,28,0,41,0.003222,0.000904,0.008713,2.02,0,8,3.05,8,0,6,0,0,0,2.02,0.019991,0,1,0.001457,0,0.004056,0,3,0.001588,4.12,0.043955,0
0,0,0,0,0,0,0.00254,0,0,0,3.18664,0,0,0,0,0,0,7,0,0,0.095785,0,0.001175,0,4,21,5,4,3,1,0,0,6,1.01,12,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0.012297,3.1,0,0,0.003772,0,14,3,0,0,0.034176,0
2,0.000782,0,0,0,1.08,0.04231,0.000828,0,0.0006,4.87416,0,1.01,1.03,0,0,0,76,0.000741,1.08,0.130918,0,0.000311,1.58,5,210,15,11,3,1,0,0,55,1.13,128,0.000787,0.000464,0.000806,2.02,1.27,6,1.95,11,0,11,0,1.02,0,2.02,0.013344,2.03,1,0.001791,0.002576,0.000808,36,9,0.001987,2.58,0.03107,0.000845
0,0,0,3,0,0,0.021183,0,0,0,4.41258,0,0,0,0,0,0,18,0,0,0.138856,0,0.00374,0,10,59,0,13,4,2,0,0,78,1.01,34,0,0,0.004532,0,0,12,1.02,0,0,0,0,0,0,0,0.018583,2.02,7,0,0.006116,0.003553,70,8,0,1.02,0.046384,0
0,0.002198,0,2,0,0,0.009002,0.002434,0,0,5.78633,0,0,1.01,0,0,0,5,0,0,0.189271,0,0,1.04,2,24,0,2,2,0,0,0,1,0,12,0.002437,0,0.00735,0,1.01,2,1.05,0,0,0,1,1.01,0,0,0.0285,0,2,0,0,0.002502,2,2,0,2.26,0.08741,0.002496
0,0,0,0,0,0,0.002804,0,0,0,1.77712,0,0,0,0,2,0,10,0,0,0.06092,0,0,0,2,31,0,7,1,3,0,0,21,0,11,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0.009619,1.01,0,0,0.001646,0,8,5,0,0,0.030953,0
11,0.010373,0,13,0,0,0.119315,0,0,0,25.1717,0,3.06,3.06,0,1,0,181,0.010338,0,0.736829,0,0.00199,12.52,44,525,5,26,3,3,0,0,325,2.03,363,0.03371,0,0.036793,6.07,4.35,47,17.12,2,0,2,1,0,0,6.07,0.089343,3.08,20,0.017915,0.004021,0.038075,65,3,0.019802,19.37,0.208576,0.010937
1,0,0,0,0,0,0.015444,0,0,0,2.84822,0,0,0,0,0,0,13,0,0,0.093944,0,0,0,12,70,13,10,5,1,0,0,45,0,40,0,0,0.003115,0,0,13,0,4,0,0,0,0,0,0,0.013756,2.04,3,0,0.005123,0,80,7,0,1.19,0.039721,0
0,0,0,0,0,0,0.000224,0,0,0,1.76682,0,0,0,0,0,0,5,0,0,0.061715,0,0,0,1,17,5,3,3,0,0,0,3,0,9,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.010097,0,1,0,0,0,14,2,0,0,0.033928,0
0,0,0.000722,3,0,1.01,0.024385,0,1.01,0.001855,10.6649,0,1.01,0,0,0,0,8,0.000617,1.01,0.299704,0,0,2.03,1,29,0,4,2,1,0,1.01,6,0,14,0.002393,0.001703,0.007422,2.02,0,2,2.08,2,0,2,0,0,0.000295,2.03,0.034374,1.09,4,0.001922,0.000679,0.002532,9,2,0.002085,3.15,0.087661,0
0,0,0.001075,0,0,0,0.00325,0,1.02,0,6.41569,0,0,0,0,0,0,4,0,0,0.169334,0,0,0,1,14,0,4,2,5,0,0,6,0,5,0,0,0,0,0,6,0,2,0,2,0,0,0,1.02,0.016324,1.01,0,0,0.001646,0,10,4,0.001,0,0.034357,0
